title,authors,year,conference,url
On Learning Language-Invariant Representations for Universal Machine Translation.,"Han Zhao, Junjie Hu, Andrej Risteski",2020,ICML,http://proceedings.mlr.press/v119/zhao20b.html
Do RNN and LSTM have Long Memory?,"Jingyu Zhao, Feiqing Huang, Jia Lv, Yanjie Duan, Zhen Qin, Guodong Li, Guangjian Tian",2020,ICML,http://proceedings.mlr.press/v119/zhao20c.html
Feature Quantization Improves GAN Training.,"Yang Zhao, Chunyuan Li, Ping Yu, Jianfeng Gao, Changyou Chen",2020,ICML,http://proceedings.mlr.press/v119/zhao20d.html
Individual Calibration with Randomized Forecasting.,"Shengjia Zhao, Tengyu Ma, Stefano Ermon",2020,ICML,http://proceedings.mlr.press/v119/zhao20e.html
"Smaller, more accurate regression forests using tree alternating optimization.","Arman Zharmagambetov, Miguel Á. Carreira-Perpiñán",2020,ICML,http://proceedings.mlr.press/v119/zharmagambetov20a.html
Learning to Learn Kernels with Variational Random Features.,"Xiantong Zhen, Haoliang Sun, Ying-Jun Du, Jun Xu, Yilong Yin, Ling Shao, Cees Snoek",2020,ICML,http://proceedings.mlr.press/v119/zhen20a.html
Sharp Composition Bounds for Gaussian Differential Privacy via Edgeworth Expansion.,"Qinqing Zheng, Jinshuo Dong, Qi Long, Weijie J. Su",2020,ICML,http://proceedings.mlr.press/v119/zheng20a.html
What Can Learned Intrinsic Rewards Capture?,"Zeyu Zheng, Junhyuk Oh, Matteo Hessel, Zhongwen Xu, Manuel Kroiss, Hado van Hasselt, David Silver, Satinder Singh",2020,ICML,http://proceedings.mlr.press/v119/zheng20b.html
Error-Bounded Correction of Noisy Labels.,"Songzhu Zheng, Pengxiang Wu, Aman Goswami, Mayank Goswami, Dimitris N. Metaxas, Chao Chen",2020,ICML,http://proceedings.mlr.press/v119/zheng20c.html
Robust Graph Representation Learning via Neural Sparsification.,"Cheng Zheng, Bo Zong, Wei Cheng, Dongjin Song, Jingchao Ni, Wenchao Yu, Haifeng Chen, Wei Wang",2020,ICML,http://proceedings.mlr.press/v119/zheng20d.html
Bisection-Based Pricing for Repeated Contextual Auctions against Strategic Buyer.,"Anton Zhiyanov, Alexey Drutsa",2020,ICML,http://proceedings.mlr.press/v119/zhiyanov20a.html
Best Arm Identification for Cascading Bandits in the Fixed Confidence Setting.,"Zixin Zhong, Wang Chi Cheung, Vincent Y. F. Tan",2020,ICML,http://proceedings.mlr.press/v119/zhong20a.html
Neural Contextual Bandits with UCB-based Exploration.,"Dongruo Zhou, Lihong Li, Quanquan Gu",2020,ICML,http://proceedings.mlr.press/v119/zhou20a.html
MoNet3D: Towards Accurate Monocular 3D Object Localization in Real Time.,"Xichuan Zhou, Yicong Peng, Chunqiao Long, Fengbo Ren, Cong Shi",2020,ICML,http://proceedings.mlr.press/v119/zhou20b.html
Nonparametric Score Estimators.,"Yuhao Zhou, Jiaxin Shi, Jun Zhu",2020,ICML,http://proceedings.mlr.press/v119/zhou20c.html
Time-Consistent Self-Supervision for Semi-Supervised Learning.,"Tianyi Zhou, Shengjie Wang, Jeff A. Bilmes",2020,ICML,http://proceedings.mlr.press/v119/zhou20d.html
"Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support.","Yuan Zhou, Hongseok Yang, Yee Whye Teh, Tom Rainforth",2020,ICML,http://proceedings.mlr.press/v119/zhou20e.html
"Go Wide, Then Narrow: Efficient Training of Deep Thin Networks.","Denny Zhou, Mao Ye, Chen Chen, Tianjian Meng, Mingxing Tan, Xiaodan Song, Quoc V. Le, Qiang Liu, Dale Schuurmans",2020,ICML,http://proceedings.mlr.press/v119/zhou20f.html
Hybrid Stochastic-Deterministic Minibatch Proximal Gradient: Less-Than-Single-Pass Optimization with Nearly Optimal Generalization.,"Pan Zhou, Xiao-Tong Yuan",2020,ICML,http://proceedings.mlr.press/v119/zhou20g.html
Robust Outlier Arm Identification.,"Yinglun Zhu, Sumeet Katariya, Robert D. Nowak",2020,ICML,http://proceedings.mlr.press/v119/zhu20a.html
Variance Reduction and Quasi-Newton for Particle-Based Variational Inference.,"Michael Zhu, Chang Liu, Jun Zhu",2020,ICML,http://proceedings.mlr.press/v119/zhu20b.html
Causal Effect Estimation and Optimal Dose Suggestions in Mobile Health.,"Liangyu Zhu, Wenbin Lu, Rui Song",2020,ICML,http://proceedings.mlr.press/v119/zhu20c.html
Thompson Sampling Algorithms for Mean-Variance Bandits.,"Qiuyu Zhu, Vincent Y. F. Tan",2020,ICML,http://proceedings.mlr.press/v119/zhu20d.html
Learning Adversarially Robust Representations via Worst-Case Mutual Information Maximization.,"Sicheng Zhu, Xiao Zhang, David Evans",2020,ICML,http://proceedings.mlr.press/v119/zhu20e.html
Linear Convergence of Randomized Primal-Dual Coordinate Method for Large-scale Linear Constrained Convex Programming.,"Daoli Zhu, Lei Zhao",2020,ICML,http://proceedings.mlr.press/v119/zhu20f.html
When Demands Evolve Larger and Noisier: Learning and Earning in a Growing Environment.,"Feng Zhu, Zeyu Zheng",2020,ICML,http://proceedings.mlr.press/v119/zhu20g.html
Adaptive Checkpoint Adjoint Method for Gradient Estimation in Neural ODE.,"Juntang Zhuang, Nicha C. Dvornek, Xiaoxiao Li, Sekhar Tatikonda, Xenophon Papademetris, James S. Duncan",2020,ICML,http://proceedings.mlr.press/v119/zhuang20a.html
Learning Optimal Tree Models under Beam Search.,"Jingwei Zhuo, Ziru Xu, Wei Dai, Han Zhu, Han Li, Jian Xu, Kun Gai",2020,ICML,http://proceedings.mlr.press/v119/zhuo20a.html
Laplacian Regularized Few-Shot Learning.,"Imtiaz Masud Ziko, Jose Dolz, Eric Granger, Ismail Ben Ayed",2020,ICML,http://proceedings.mlr.press/v119/ziko20a.html
Influenza Forecasting Framework based on Gaussian Processes.,"Christoph Zimmer, Reza Yaesoubi",2020,ICML,http://proceedings.mlr.press/v119/zimmer20a.html
A general recurrent state space framework for modeling neural dynamics during decision-making.,"David M. Zoltowski, Jonathan W. Pillow, Scott W. Linderman",2020,ICML,http://proceedings.mlr.press/v119/zoltowski20a.html
Transformer Hawkes Process.,"Simiao Zuo, Haoming Jiang, Zichong Li, Tuo Zhao, Hongyuan Zha",2020,ICML,http://proceedings.mlr.press/v119/zuo20a.html
A New Representation of Successor Features for Transfer across Dissimilar Environments.,"Majid Abdolshah, Hung Le, Thommen George Karimpanal, Sunil Gupta, Santu Rana, Svetha Venkatesh",2021,ICML,http://proceedings.mlr.press/v139/abdolshah21a.html
Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling.,"Kuruge Darshana Abeyrathna, Bimal Bhattarai, Morten Goodwin, Saeed Rahimi Gorji, Ole-Christoffer Granmo, Lei Jiao, Rupsa Saha, Rohan Kumar Yadav",2021,ICML,http://proceedings.mlr.press/v139/abeyrathna21a.html
Debiasing Model Updates for Improving Personalized Federated Training.,"Durmus Alp Emre Acar, Yue Zhao, Ruizhao Zhu, Ramon Matas Navarro, Matthew Mattina, Paul N. Whatmough, Venkatesh Saligrama",2021,ICML,http://proceedings.mlr.press/v139/acar21a.html
Memory Efficient Online Meta Learning.,"Durmus Alp Emre Acar, Ruizhao Zhu, Venkatesh Saligrama",2021,ICML,http://proceedings.mlr.press/v139/acar21b.html
Robust Testing and Estimation under Manipulation Attacks.,"Jayadev Acharya, Ziteng Sun, Huanyu Zhang",2021,ICML,http://proceedings.mlr.press/v139/acharya21a.html
GP-Tree: A Gaussian Process Classifier for Few-Shot Incremental Learning.,"Idan Achituve, Aviv Navon, Yochai Yemini, Gal Chechik, Ethan Fetaya",2021,ICML,http://proceedings.mlr.press/v139/achituve21a.html
f-Domain Adversarial Learning: Theory and Algorithms.,"David Acuna, Guojun Zhang, Marc T. Law, Sanja Fidler",2021,ICML,http://proceedings.mlr.press/v139/acuna21a.html
Towards Rigorous Interpretations: a Formalisation of Feature Attribution.,"Darius Afchar, Vincent Guigue, Romain Hennequin",2021,ICML,http://proceedings.mlr.press/v139/afchar21a.html
Acceleration via Fractal Learning Rate Schedules.,"Naman Agarwal, Surbhi Goel, Cyril Zhang",2021,ICML,http://proceedings.mlr.press/v139/agarwal21a.html
A Regret Minimization Approach to Iterative Learning Control.,"Naman Agarwal, Elad Hazan, Anirudha Majumdar, Karan Singh",2021,ICML,http://proceedings.mlr.press/v139/agarwal21b.html
Towards the Unification and Robustness of Perturbation and Gradient Based Explanations.,"Sushant Agarwal, Shahin Jabbari, Chirag Agarwal, Sohini Upadhyay, Steven Wu, Himabindu Lakkaraju",2021,ICML,http://proceedings.mlr.press/v139/agarwal21c.html
Label Inference Attacks from Log-loss Scores.,"Abhinav Aggarwal, Shiva Prasad Kasiviswanathan, Zekun Xu, Oluwaseyi Feyisetan, Nathanael Teissier",2021,ICML,http://proceedings.mlr.press/v139/aggarwal21a.html
Deep Kernel Processes.,"Laurence Aitchison, Adam X. Yang, Sebastian W. Ober",2021,ICML,http://proceedings.mlr.press/v139/aitchison21a.html
How Does Loss Function Affect Generalization Performance of Deep Learning? Application to Human Age Estimation.,"Ali Akbari, Muhammad Awais, Manijeh Bashar, Josef Kittler",2021,ICML,http://proceedings.mlr.press/v139/akbari21a.html
On Learnability via Gradient Method for Two-Layer ReLU Neural Networks in Teacher-Student Setting.,"Shunta Akiyama, Taiji Suzuki",2021,ICML,http://proceedings.mlr.press/v139/akiyama21a.html
Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks.,"Maxwell Mbabilla Aladago, Lorenzo Torresani",2021,ICML,http://proceedings.mlr.press/v139/aladago21a.html
A large-scale benchmark for few-shot program induction and synthesis.,"Ferran Alet, Javier Lopez-Contreras, James Koppel, Maxwell I. Nye, Armando Solar-Lezama, Tomás Lozano-Pérez, Leslie Pack Kaelbling, Joshua B. Tenenbaum",2021,ICML,http://proceedings.mlr.press/v139/alet21a.html
Robust Pure Exploration in Linear Bandits with Limited Budget.,"Ayya Alieva, Ashok Cutkosky, Abhimanyu Das",2021,ICML,http://proceedings.mlr.press/v139/alieva21a.html
Communication-Efficient Distributed Optimization with Quantized Preconditioners.,"Foivos Alimisis, Peter Davies, Dan Alistarh",2021,ICML,http://proceedings.mlr.press/v139/alimisis21a.html
Non-Exponentially Weighted Aggregation: Regret Bounds for Unbounded Loss Functions.,Pierre Alquier,2021,ICML,http://proceedings.mlr.press/v139/alquier21a.html
Dataset Dynamics via Gradient Flows in Probability Space.,"David Alvarez-Melis, Nicolò Fusi",2021,ICML,http://proceedings.mlr.press/v139/alvarez-melis21a.html
Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity.,"Georgios Amanatidis, Federico Fusco, Philip Lazos, Stefano Leonardi, Alberto Marchetti-Spaccamela, Rebecca Reiffenhäuser",2021,ICML,http://proceedings.mlr.press/v139/amanatidis21a.html
Safe Reinforcement Learning with Linear Function Approximation.,"Sanae Amani, Christos Thrampoulidis, Lin Yang",2021,ICML,http://proceedings.mlr.press/v139/amani21a.html
Automatic variational inference with cascading flows.,"Luca Ambrogioni, Gianluigi Silvestri, Marcel van Gerven",2021,ICML,http://proceedings.mlr.press/v139/ambrogioni21a.html
Sparse Bayesian Learning via Stepwise Regression.,"Sebastian E. Ament, Carla P. Gomes",2021,ICML,http://proceedings.mlr.press/v139/ament21a.html
Locally Persistent Exploration in Continuous Control Tasks with Sparse Rewards.,"Susan Amin, Maziar Gomrokchi, Hossein Aboutalebi, Harsh Satija, Doina Precup",2021,ICML,http://proceedings.mlr.press/v139/amin21a.html
Preferential Temporal Difference Learning.,"Nishanth V. Anand, Doina Precup",2021,ICML,http://proceedings.mlr.press/v139/anand21a.html
Unitary Branching Programs: Learnability and Lower Bounds.,"Fidel Ernesto Diaz Andino, Maria Kokkou, Mateus de Oliveira Oliveira, Farhad Vadiee",2021,ICML,http://proceedings.mlr.press/v139/andino21a.html
The Logical Options Framework.,"Brandon Araki, Xiao Li, Kiran Vodrahalli, Jonathan A. DeCastro, Micah J. Fry, Daniela Rus",2021,ICML,http://proceedings.mlr.press/v139/araki21a.html
Annealed Flow Transport Monte Carlo.,"Michael Arbel, Alexander G. de G. Matthews, Arnaud Doucet",2021,ICML,http://proceedings.mlr.press/v139/arbel21a.html
Permutation Weighting.,"David Arbour, Drew Dimmery, Arjun Sondhi",2021,ICML,http://proceedings.mlr.press/v139/arbour21a.html
Analyzing the tree-layer structure of Deep Forests.,"Ludovic Arnould, Claire Boyer, Erwan Scornet",2021,ICML,http://proceedings.mlr.press/v139/arnould21a.html
Dropout: Explicit Forms and Capacity Control.,"Raman Arora, Peter L. Bartlett, Poorya Mianjy, Nathan Srebro",2021,ICML,http://proceedings.mlr.press/v139/arora21a.html
Tighter Bounds on the Log Marginal Likelihood of Gaussian Process Regression Using Conjugate Gradients.,"Artem Artemev, David R. Burt, Mark van der Wilk",2021,ICML,http://proceedings.mlr.press/v139/artemev21a.html
Deciding What to Learn: A Rate-Distortion Approach.,"Dilip Arumugam, Benjamin Van Roy",2021,ICML,http://proceedings.mlr.press/v139/arumugam21a.html
Private Adaptive Gradient Methods for Convex Optimization.,"Hilal Asi, John C. Duchi, Alireza Fallah, Omid Javidbakht, Kunal Talwar",2021,ICML,http://proceedings.mlr.press/v139/asi21a.html
Private Stochastic Convex Optimization: Optimal Rates in L1 Geometry.,"Hilal Asi, Vitaly Feldman, Tomer Koren, Kunal Talwar",2021,ICML,http://proceedings.mlr.press/v139/asi21b.html
Combinatorial Blocking Bandits with Stochastic Delays.,"Alexia Atsidakou, Orestis Papadigenopoulos, Soumya Basu, Constantine Caramanis, Sanjay Shakkottai",2021,ICML,http://proceedings.mlr.press/v139/atsidakou21a.html
Dichotomous Optimistic Search to Quantify Human Perception.,Julien Audiffren,2021,ICML,http://proceedings.mlr.press/v139/audiffren21a.html
Federated Learning under Arbitrary Communication Patterns.,"Dmitrii Avdiukhin, Shiva Prasad Kasiviswanathan",2021,ICML,http://proceedings.mlr.press/v139/avdiukhin21a.html
Asynchronous Distributed Learning : Adapting to Gradient Delays without Prior Knowledge.,"Rotem Zamir Aviv, Ido Hakimi, Assaf Schuster, Kfir Yehuda Levy",2021,ICML,http://proceedings.mlr.press/v139/aviv21a.html
Decomposable Submodular Function Minimization via Maximum Flow.,"Kyriakos Axiotis, Adam Karczmarz, Anish Mukherjee, Piotr Sankowski, Adrian Vladu",2021,ICML,http://proceedings.mlr.press/v139/axiotis21a.html
Differentially Private Query Release Through Adaptive Projection.,"Sergül Aydöre, William Brown, Michael Kearns, Krishnaram Kenthapadi, Luca Melis, Aaron Roth, Amaresh Ankit Siva",2021,ICML,http://proceedings.mlr.press/v139/aydore21a.html
On the Implicit Bias of Initialization Shape: Beyond Infinitesimal Mirror Descent.,"Shahar Azulay, Edward Moroshko, Mor Shpigel Nacson, Blake E. Woodworth, Nathan Srebro, Amir Globerson, Daniel Soudry",2021,ICML,http://proceedings.mlr.press/v139/azulay21a.html
On-Off Center-Surround Receptive Fields for Accurate and Robust Image Classification.,"Zahra Babaiee, Ramin M. Hasani, Mathias Lechner, Daniela Rus, Radu Grosu",2021,ICML,http://proceedings.mlr.press/v139/babaiee21a.html
"Uniform Convergence, Adversarial Spheres and a Simple Remedy.","Gregor Bachmann, Seyed-Mohsen Moosavi-Dezfooli, Thomas Hofmann",2021,ICML,http://proceedings.mlr.press/v139/bachmann21a.html
Faster Kernel Matrix Algebra via Density Estimation.,"Arturs Backurs, Piotr Indyk, Cameron Musco, Tal Wagner",2021,ICML,http://proceedings.mlr.press/v139/backurs21a.html
Robust Reinforcement Learning using Least Squares Policy Iteration with Provable Performance Guarantees.,"Kishan Panaganti Badrinath, Dileep Kalathil",2021,ICML,http://proceedings.mlr.press/v139/badrinath21a.html
Skill Discovery for Exploration and Planning using Deep Skill Graphs.,"Akhil Bagaria, Jason K. Senthil, George Konidaris",2021,ICML,http://proceedings.mlr.press/v139/bagaria21a.html
Locally Adaptive Label Smoothing Improves Predictive Churn.,"Dara Bahri, Heinrich Jiang",2021,ICML,http://proceedings.mlr.press/v139/bahri21a.html
How Important is the Train-Validation Split in Meta-Learning?,"Yu Bai, Minshuo Chen, Pan Zhou, Tuo Zhao, Jason D. Lee, Sham M. Kakade, Huan Wang, Caiming Xiong",2021,ICML,http://proceedings.mlr.press/v139/bai21a.html
Stabilizing Equilibrium Models by Jacobian Regularization.,"Shaojie Bai, Vladlen Koltun, J. Zico Kolter",2021,ICML,http://proceedings.mlr.press/v139/bai21b.html
Don't Just Blame Over-parametrization for Over-confidence: Theoretical Analysis of Calibration in Binary Classification.,"Yu Bai, Song Mei, Huan Wang, Caiming Xiong",2021,ICML,http://proceedings.mlr.press/v139/bai21c.html
Principled Exploration via Optimistic Bootstrapping and Backward Induction.,"Chenjia Bai, Lingxiao Wang, Lei Han, Jianye Hao, Animesh Garg, Peng Liu, Zhaoran Wang",2021,ICML,http://proceedings.mlr.press/v139/bai21d.html
GLSearch: Maximum Common Subgraph Detection via Learning to Search.,"Yunsheng Bai, Derek Xu, Yizhou Sun, Wei Wang",2021,ICML,http://proceedings.mlr.press/v139/bai21e.html
Breaking the Limits of Message Passing Graph Neural Networks.,"Muhammet Balcilar, Pierre Héroux, Benoit Gaüzère, Pascal Vasseur, Sébastien Adam, Paul Honeine",2021,ICML,http://proceedings.mlr.press/v139/balcilar21a.html
Instance Specific Approximations for Submodular Maximization.,"Eric Balkanski, Sharon Qian, Yaron Singer",2021,ICML,http://proceedings.mlr.press/v139/balkanski21a.html
Augmented World Models Facilitate Zero-Shot Dynamics Generalization From a Single Offline Environment.,"Philip J. Ball, Cong Lu, Jack Parker-Holder, Stephen J. Roberts",2021,ICML,http://proceedings.mlr.press/v139/ball21a.html
Regularized Online Allocation Problems: Fairness and Beyond.,"Santiago R. Balseiro, Haihao Lu, Vahab S. Mirrokni",2021,ICML,http://proceedings.mlr.press/v139/balseiro21a.html
Predict then Interpolate: A Simple Algorithm to Learn Stable Classifiers.,"Yujia Bao, Shiyu Chang, Regina Barzilay",2021,ICML,http://proceedings.mlr.press/v139/bao21a.html
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models.,"Fan Bao, Kun Xu, Chongxuan Li, Lanqing Hong, Jun Zhu, Bo Zhang",2021,ICML,http://proceedings.mlr.press/v139/bao21b.html
Compositional Video Synthesis with Action Graphs.,"Amir Bar, Roei Herzig, Xiaolong Wang, Anna Rohrbach, Gal Chechik, Trevor Darrell, Amir Globerson",2021,ICML,http://proceedings.mlr.press/v139/bar21a.html
Approximating a Distribution Using Weight Queries.,"Nadav Barak, Sivan Sabato",2021,ICML,http://proceedings.mlr.press/v139/barak21a.html
Graph Convolution for Semi-Supervised Classification: Improved Linear Separability and Out-of-Distribution Generalization.,"Aseem Baranwal, Kimon Fountoulakis, Aukosh Jagannath",2021,ICML,http://proceedings.mlr.press/v139/baranwal21a.html
Training Quantized Neural Networks to Global Optimality via Semidefinite Programming.,"Burak Bartan, Mert Pilanci",2021,ICML,http://proceedings.mlr.press/v139/bartan21a.html
Beyond log2(T) regret for decentralized bandits in matching markets.,"Soumya Basu, Karthik Abinav Sankararaman, Abishek Sankararaman",2021,ICML,http://proceedings.mlr.press/v139/basu21a.html
Optimal Thompson Sampling strategies for support-aware CVaR bandits.,"Dorian Baudry, Romain Gautron, Emilie Kaufmann, Odalric Maillard",2021,ICML,http://proceedings.mlr.press/v139/baudry21a.html
On Limited-Memory Subsampling Strategies for Bandits.,"Dorian Baudry, Yoan Russac, Olivier Cappé",2021,ICML,http://proceedings.mlr.press/v139/baudry21b.html
Generalized Doubly Reparameterized Gradient Estimators.,"Matthias Bauer, Andriy Mnih",2021,ICML,http://proceedings.mlr.press/v139/bauer21a.html
Directional Graph Networks.,"Dominique Beaini, Saro Passaro, Vincent Létourneau, William L. Hamilton, Gabriele Corso, Pietro Lió",2021,ICML,http://proceedings.mlr.press/v139/beani21a.html
Policy Analysis using Synthetic Controls in Continuous-Time.,"Alexis Bellot, Mihaela van der Schaar",2021,ICML,http://proceedings.mlr.press/v139/bellot21a.html
Loss Surface Simplexes for Mode Connecting Volumes and Fast Ensembling.,"Gregory W. Benton, Wesley J. Maddox, Sanae Lotfi, Andrew Gordon Wilson",2021,ICML,http://proceedings.mlr.press/v139/benton21a.html
TFix: Learning to Fix Coding Errors with a Text-to-Text Transformer.,"Berkay Berabi, Jingxuan He, Veselin Raychev, Martin T. Vechev",2021,ICML,http://proceedings.mlr.press/v139/berabi21a.html
Learning Queueing Policies for Organ Transplantation Allocation using Interpretable Counterfactual Survival Analysis.,"Jeroen Berrevoets, Ahmed M. Alaa, Zhaozhi Qian, James Jordon, Alexander E. S. Gimson, Mihaela van der Schaar",2021,ICML,http://proceedings.mlr.press/v139/berrevoets21a.html
Learning from Biased Data: A Semi-Parametric Approach.,"Patrice Bertail, Stéphan Clémençon, Yannick Guyonvarch, Nathan Noiry",2021,ICML,http://proceedings.mlr.press/v139/bertail21a.html
Is Space-Time Attention All You Need for Video Understanding?,"Gedas Bertasius, Heng Wang, Lorenzo Torresani",2021,ICML,http://proceedings.mlr.press/v139/bertasius21a.html
Confidence Scores Make Instance-dependent Label-noise Learning Possible.,"Antonin Berthon, Bo Han, Gang Niu, Tongliang Liu, Masashi Sugiyama",2021,ICML,http://proceedings.mlr.press/v139/berthon21a.html
Size-Invariant Graph Representations for Graph Classification Extrapolations.,"Beatrice Bevilacqua, Yangze Zhou, Bruno Ribeiro",2021,ICML,http://proceedings.mlr.press/v139/bevilacqua21a.html
Principal Bit Analysis: Autoencoding with Schur-Concave Loss.,"Sourbh Bhadane, Aaron B. Wagner, Jayadev Acharya",2021,ICML,http://proceedings.mlr.press/v139/bhadane21a.html
Lower Bounds on Cross-Entropy Loss in the Presence of Test-time Adversaries.,"Arjun Nitin Bhagoji, Daniel Cullina, Vikash Sehwag, Prateek Mittal",2021,ICML,http://proceedings.mlr.press/v139/bhagoji21a.html
Additive Error Guarantees for Weighted Low Rank Approximation.,"Aditya Bhaskara, Aravinda Kanchana Ruwanpathirana, Maheshakya Wijewardena",2021,ICML,http://proceedings.mlr.press/v139/bhaskara21a.html
Sample Complexity of Robust Linear Classification on Separated Data.,"Robi Bhattacharjee, Somesh Jha, Kamalika Chaudhuri",2021,ICML,http://proceedings.mlr.press/v139/bhattacharjee21a.html
Finding k in Latent k- polytope.,"Chiranjib Bhattacharyya, Ravindran Kannan, Amit Kumar",2021,ICML,http://proceedings.mlr.press/v139/bhattacharyya21a.html
Non-Autoregressive Electron Redistribution Modeling for Reaction Prediction.,"Hangrui Bi, Hengyi Wang, Chence Shi, Connor W. Coley, Jian Tang, Hongyu Guo",2021,ICML,http://proceedings.mlr.press/v139/bi21a.html
TempoRL: Learning When to Act.,"André Biedenkapp, Raghu Rajan, Frank Hutter, Marius Lindauer",2021,ICML,http://proceedings.mlr.press/v139/biedenkapp21a.html
Follow-the-Regularized-Leader Routes to Chaos in Routing Games.,"Jakub Bielawski, Thiparat Chotibut, Fryderyk Falniowski, Grzegorz Kosiorowski, Michal Misiurewicz, Georgios Piliouras",2021,ICML,http://proceedings.mlr.press/v139/bielawski21a.html
Neural Symbolic Regression that scales.,"Luca Biggio, Tommaso Bendinelli, Alexander Neitz, Aurélien Lucchi, Giambattista Parascandolo",2021,ICML,http://proceedings.mlr.press/v139/biggio21a.html
Model Distillation for Revenue Optimization: Interpretable Personalized Pricing.,"Max Biggs, Wei Sun, Markus Ettl",2021,ICML,http://proceedings.mlr.press/v139/biggs21a.html
Scalable Normalizing Flows for Permutation Invariant Densities.,"Marin Bilos, Stephan Günnemann",2021,ICML,http://proceedings.mlr.press/v139/bilos21a.html
Online Learning for Load Balancing of Unknown Monotone Resource Allocation Games.,"Ilai Bistritz, Nicholas Bambos",2021,ICML,http://proceedings.mlr.press/v139/bistritz21a.html
Low-Precision Reinforcement Learning: Running Soft Actor-Critic in Half Precision.,"Johan Björck, Xiangyu Chen, Christopher De Sa, Carla P. Gomes, Kilian Q. Weinberger",2021,ICML,http://proceedings.mlr.press/v139/bjorck21a.html
Multiplying Matrices Without Multiplying.,"Davis W. Blalock, John V. Guttag",2021,ICML,http://proceedings.mlr.press/v139/blalock21a.html
"One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learning.","Avrim Blum, Nika Haghtalab, Richard Lanas Phillips, Han Shao",2021,ICML,http://proceedings.mlr.press/v139/blum21a.html
Black-box density function estimation using recursive partitioning.,"Erik Bodin, Zhenwen Dai, Neill W. Campbell, Carl Henrik Ek",2021,ICML,http://proceedings.mlr.press/v139/bodin21a.html
Weisfeiler and Lehman Go Topological: Message Passing Simplicial Networks.,"Cristian Bodnar, Fabrizio Frasca, Yuguang Wang, Nina Otter, Guido F. Montúfar, Pietro Lió, Michael M. Bronstein",2021,ICML,http://proceedings.mlr.press/v139/bodnar21a.html
The Hintons in your Neural Network: a Quantum Field Theory View of Deep Learning.,"Roberto Bondesan, Max Welling",2021,ICML,http://proceedings.mlr.press/v139/bondesan21a.html
Offline Contextual Bandits with Overparameterized Models.,"David Brandfonbrener, William F. Whitney, Rajesh Ranganath, Joan Bruna",2021,ICML,http://proceedings.mlr.press/v139/brandfonbrener21a.html
High-Performance Large-Scale Image Recognition Without Normalization.,"Andy Brock, Soham De, Samuel L. Smith, Karen Simonyan",2021,ICML,http://proceedings.mlr.press/v139/brock21a.html
Evaluating the Implicit Midpoint Integrator for Riemannian Hamiltonian Monte Carlo.,"James A. Brofos, Roy R. Lederman",2021,ICML,http://proceedings.mlr.press/v139/brofos21a.html
Reinforcement Learning of Implicit and Explicit Control Flow Instructions.,"Ethan Brooks, Janarthanan Rajendran, Richard L. Lewis, Satinder Singh",2021,ICML,http://proceedings.mlr.press/v139/brooks21a.html
Machine Unlearning for Random Forests.,"Jonathan Brophy, Daniel Lowd",2021,ICML,http://proceedings.mlr.press/v139/brophy21a.html
Value Alignment Verification.,"Daniel S. Brown, Jordan Schneider, Anca D. Dragan, Scott Niekum",2021,ICML,http://proceedings.mlr.press/v139/brown21a.html
Model-Free and Model-Based Policy Evaluation when Causality is Uncertain.,David Bruns-Smith,2021,ICML,http://proceedings.mlr.press/v139/bruns-smith21a.html
"Narrow Margins: Classification, Margins and Fat Tails.",Francois Buet-Golfouse,2021,ICML,http://proceedings.mlr.press/v139/buet-golfouse21a.html
Differentially Private Correlation Clustering.,"Mark Bun, Marek Eliás, Janardhan Kulkarni",2021,ICML,http://proceedings.mlr.press/v139/bun21a.html
Disambiguation of Weak Supervision leading to Exponential Convergence rates.,"Vivien A. Cabannes, Francis R. Bach, Alessandro Rudi",2021,ICML,http://proceedings.mlr.press/v139/cabannnes21a.html
Finite mixture models do not reliably learn the number of components.,"Diana Cai, Trevor Campbell, Tamara Broderick",2021,ICML,http://proceedings.mlr.press/v139/cai21a.html
A Theory of Label Propagation for Subpopulation Shift.,"Tianle Cai, Ruiqi Gao, Jason D. Lee, Qi Lei",2021,ICML,http://proceedings.mlr.press/v139/cai21b.html
Lenient Regret and Good-Action Identification in Gaussian Process Bandits.,"Xu Cai, Selwyn Gomes, Jonathan Scarlett",2021,ICML,http://proceedings.mlr.press/v139/cai21c.html
A Zeroth-Order Block Coordinate Descent Algorithm for Huge-Scale Black-Box Optimization.,"HanQin Cai, Yuchen Lou, Daniel McKenzie, Wotao Yin",2021,ICML,http://proceedings.mlr.press/v139/cai21d.html
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training.,"Tianle Cai, Shengjie Luo, Keyulu Xu, Di He, Tie-Yan Liu, Liwei Wang",2021,ICML,http://proceedings.mlr.press/v139/cai21e.html
On Lower Bounds for Standard and Robust Gaussian Process Bandit Optimization.,"Xu Cai, Jonathan Scarlett",2021,ICML,http://proceedings.mlr.press/v139/cai21f.html
