title,authors,year,conference,url
From Depth What Can You See? Depth Completion via Auxiliary Image Reconstruction.,"Kaiyue Lu, Nick Barnes, Saeed Anwar, Liang Zheng",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Lu_From_Depth_What_Can_You_See_Depth_Completion_via_Auxiliary_CVPR_2020_paper.html
Symmetry and Group in Attribute-Object Compositions.,"Yong-Lu Li, Yue Xu, Xiaohan Mao, Cewu Lu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_Symmetry_and_Group_in_Attribute-Object_Compositions_CVPR_2020_paper.html
Noise-Aware Fully Webly Supervised Object Detection.,"Yunhang Shen, Rongrong Ji, Zhiwei Chen, Xiaopeng Hong, Feng Zheng, Jianzhuang Liu, Mingliang Xu, Qi Tian",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Shen_Noise-Aware_Fully_Webly_Supervised_Object_Detection_CVPR_2020_paper.html
3D Part Guided Image Editing for Fine-Grained Object Understanding.,"Zongdai Liu, Feixiang Lu, Peng Wang, Hui Miao, Liangjun Zhang, Ruigang Yang, Bin Zhou",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Liu_3D_Part_Guided_Image_Editing_for_Fine-Grained_Object_Understanding_CVPR_2020_paper.html
STINet: Spatio-Temporal-Interactive Network for Pedestrian Detection and Trajectory Prediction.,"Zhishuai Zhang, Jiyang Gao, Junhua Mao, Yukai Liu, Dragomir Anguelov, Congcong Li",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhang_STINet_Spatio-Temporal-Interactive_Network_for_Pedestrian_Detection_and_Trajectory_Prediction_CVPR_2020_paper.html
Rethinking Performance Estimation in Neural Architecture Search.,"Xiawu Zheng, Rongrong Ji, Qiang Wang, Qixiang Ye, Zhenguo Li, Yonghong Tian, Qi Tian",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zheng_Rethinking_Performance_Estimation_in_Neural_Architecture_Search_CVPR_2020_paper.html
Feature-Metric Registration: A Fast Semi-Supervised Approach for Robust Point Cloud Registration Without Correspondences.,"Xiaoshui Huang, Guofeng Mei, Jian Zhang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Huang_Feature-Metric_Registration_A_Fast_Semi-Supervised_Approach_for_Robust_Point_Cloud_CVPR_2020_paper.html
Learning Multi-View Camera Relocalization With Graph Neural Networks.,"Fei Xue, Xin Wu, Shaojun Cai, Junqiu Wang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Xue_Learning_Multi-View_Camera_Relocalization_With_Graph_Neural_Networks_CVPR_2020_paper.html
MotionNet: Joint Perception and Motion Prediction for Autonomous Driving Based on Bird's Eye View Maps.,"Pengxiang Wu, Siheng Chen, Dimitris N. Metaxas",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wu_MotionNet_Joint_Perception_and_Motion_Prediction_for_Autonomous_Driving_Based_CVPR_2020_paper.html
EcoNAS: Finding Proxies for Economical Neural Architecture Search.,"Dongzhan Zhou, Xinchi Zhou, Wenwei Zhang, Chen Change Loy, Shuai Yi, Xuesen Zhang, Wanli Ouyang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhou_EcoNAS_Finding_Proxies_for_Economical_Neural_Architecture_Search_CVPR_2020_paper.html
Hit-Detector: Hierarchical Trinity Architecture Search for Object Detection.,"Jianyuan Guo, Kai Han, Yunhe Wang, Chao Zhang, Zhaohui Yang, Han Wu, Xinghao Chen, Chang Xu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Guo_Hit-Detector_Hierarchical_Trinity_Architecture_Search_for_Object_Detection_CVPR_2020_paper.html
Geometrically Principled Connections in Graph Neural Networks.,"Shunwang Gong, Mehdi Bahri, Michael M. Bronstein, Stefanos Zafeiriou",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Gong_Geometrically_Principled_Connections_in_Graph_Neural_Networks_CVPR_2020_paper.html
On Vocabulary Reliance in Scene Text Recognition.,"Zhaoyi Wan, Jielei Zhang, Liang Zhang, Jiebo Luo, Cong Yao",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wan_On_Vocabulary_Reliance_in_Scene_Text_Recognition_CVPR_2020_paper.html
Generating Accurate Pseudo-Labels in Semi-Supervised Learning and Avoiding Overconfident Predictions via Hermite Polynomial Activations.,"Vishnu Suresh Lokhande, Songwong Tasneeyapant, Abhay Venkatesh, Sathya N. Ravi, Vikas Singh",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Lokhande_Generating_Accurate_Pseudo-Labels_in_Semi-Supervised_Learning_and_Avoiding_Overconfident_Predictions_CVPR_2020_paper.html
GraspNet-1Billion: A Large-Scale Benchmark for General Object Grasping.,"Haoshu Fang, Chenxi Wang, Minghao Gou, Cewu Lu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Fang_GraspNet-1Billion_A_Large-Scale_Benchmark_for_General_Object_Grasping_CVPR_2020_paper.html
PFRL: Pose-Free Reinforcement Learning for 6D Pose Estimation.,"Jianzhun Shao, Yuhang Jiang, Gu Wang, Zhigang Li, Xiangyang Ji",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Shao_PFRL_Pose-Free_Reinforcement_Learning_for_6D_Pose_Estimation_CVPR_2020_paper.html
Through Fog High-Resolution Imaging Using Millimeter Wave Radar.,"Junfeng Guan, Sohrab Madani, Suraj Jog, Saurabh Gupta, Haitham Hassanieh",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Guan_Through_Fog_High-Resolution_Imaging_Using_Millimeter_Wave_Radar_CVPR_2020_paper.html
Disentangling Physical Dynamics From Unknown Factors for Unsupervised Video Prediction.,"Vincent Le Guen, Nicolas Thome",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Le_Guen_Disentangling_Physical_Dynamics_From_Unknown_Factors_for_Unsupervised_Video_Prediction_CVPR_2020_paper.html
D2Det: Towards High Quality Object Detection and Instance Segmentation.,"Jiale Cao, Hisham Cholakkal, Rao Muhammad Anwer, Fahad Shahbaz Khan, Yanwei Pang, Ling Shao",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Cao_D2Det_Towards_High_Quality_Object_Detection_and_Instance_Segmentation_CVPR_2020_paper.html
LiDAR-Based Online 3D Video Object Detection With Graph-Based Message Passing and Spatiotemporal Transformer Attention.,"Junbo Yin, Jianbing Shen, Chenye Guan, Dingfu Zhou, Ruigang Yang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Yin_LiDAR-Based_Online_3D_Video_Object_Detection_With_Graph-Based_Message_Passing_CVPR_2020_paper.html
Orthogonal Convolutional Neural Networks.,"Jiayun Wang, Yubei Chen, Rudrasis Chakraborty, Stella X. Yu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Orthogonal_Convolutional_Neural_Networks_CVPR_2020_paper.html
Self-Robust 3D Point Recognition via Gather-Vector Guidance.,"Xiaoyi Dong, Dongdong Chen, Hang Zhou, Gang Hua, Weiming Zhang, Nenghai Yu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Dong_Self-Robust_3D_Point_Recognition_via_Gather-Vector_Guidance_CVPR_2020_paper.html
VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation.,"Jiyang Gao, Chen Sun, Hang Zhao, Yi Shen, Dragomir Anguelov, Congcong Li, Cordelia Schmid",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Gao_VectorNet_Encoding_HD_Maps_and_Agent_Dynamics_From_Vectorized_Representation_CVPR_2020_paper.html
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks.,"Qilong Wang, Banggu Wu, Pengfei Zhu, Peihua Li, Wangmeng Zuo, Qinghua Hu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_ECA-Net_Efficient_Channel_Attention_for_Deep_Convolutional_Neural_Networks_CVPR_2020_paper.html
MTL-NAS: Task-Agnostic Neural Architecture Search Towards General-Purpose Multi-Task Learning.,"Yuan Gao, Haoping Bai, Zequn Jie, Jiayi Ma, Kui Jia, Wei Liu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Gao_MTL-NAS_Task-Agnostic_Neural_Architecture_Search_Towards_General-Purpose_Multi-Task_Learning_CVPR_2020_paper.html
PnPNet: End-to-End Perception and Prediction With Tracking in the Loop.,"Ming Liang, Bin Yang, Wenyuan Zeng, Yun Chen, Rui Hu, Sergio Casas, Raquel Urtasun",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Liang_PnPNet_End-to-End_Perception_and_Prediction_With_Tracking_in_the_Loop_CVPR_2020_paper.html
Revisiting the Sibling Head in Object Detector.,"Guanglu Song, Yu Liu, Xiaogang Wang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Song_Revisiting_the_Sibling_Head_in_Object_Detector_CVPR_2020_paper.html
Visual Reaction: Learning to Play Catch With Your Drone.,"Kuo-Hao Zeng, Roozbeh Mottaghi, Luca Weihs, Ali Farhadi",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zeng_Visual_Reaction_Learning_to_Play_Catch_With_Your_Drone_CVPR_2020_paper.html
Prime Sample Attention in Object Detection.,"Yuhang Cao, Kai Chen, Chen Change Loy, Dahua Lin",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Cao_Prime_Sample_Attention_in_Object_Detection_CVPR_2020_paper.html
SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization.,"Xianzhi Du, Tsung-Yi Lin, Pengchong Jin, Golnaz Ghiasi, Mingxing Tan, Yin Cui, Quoc V. Le, Xiaodan Song",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Du_SpineNet_Learning_Scale-Permuted_Backbone_for_Recognition_and_Localization_CVPR_2020_paper.html
KeyPose: Multi-View 3D Labeling and Keypoint Estimation for Transparent Objects.,"Xingyu Liu, Rico Jonschkowski, Anelia Angelova, Kurt Konolige",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Liu_KeyPose_Multi-View_3D_Labeling_and_Keypoint_Estimation_for_Transparent_Objects_CVPR_2020_paper.html
SegGCN: Efficient 3D Point Cloud Segmentation With Fuzzy Spherical Kernel.,"Huan Lei, Naveed Akhtar, Ajmal Mian",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Lei_SegGCN_Efficient_3D_Point_Cloud_Segmentation_With_Fuzzy_Spherical_Kernel_CVPR_2020_paper.html
nuScenes: A Multimodal Dataset for Autonomous Driving.,"Holger Caesar, Varun Bankiti, Alex H. Lang, Sourabh Vora, Venice Erin Liong, Qiang Xu, Anush Krishnan, Yu Pan, Giancarlo Baldan, Oscar Beijbom",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Caesar_nuScenes_A_Multimodal_Dataset_for_Autonomous_Driving_CVPR_2020_paper.html
PVN3D: A Deep Point-Wise 3D Keypoints Voting Network for 6DoF Pose Estimation.,"Yisheng He, Wei Sun, Haibin Huang, Jianran Liu, Haoqiang Fan, Jian Sun",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/He_PVN3D_A_Deep_Point-Wise_3D_Keypoints_Voting_Network_for_6DoF_CVPR_2020_paper.html
Probabilistic Pixel-Adaptive Refinement Networks.,"Anne S. Wannenwetsch, Stefan Roth",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wannenwetsch_Probabilistic_Pixel-Adaptive_Refinement_Networks_CVPR_2020_paper.html
Discovering Human Interactions With Novel Objects via Zero-Shot Learning.,"Suchen Wang, Kim-Hui Yap, Junsong Yuan, Yap-Peng Tan",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Discovering_Human_Interactions_With_Novel_Objects_via_Zero-Shot_Learning_CVPR_2020_paper.html
Equalization Loss for Long-Tailed Object Recognition.,"Jingru Tan, Changbao Wang, Buyu Li, Quanquan Li, Wanli Ouyang, Changqing Yin, Junjie Yan",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Tan_Equalization_Loss_for_Long-Tailed_Object_Recognition_CVPR_2020_paper.html
Learning Depth-Guided Convolutions for Monocular 3D Object Detection.,"Mingyu Ding, Yuqi Huo, Hongwei Yi, Zhe Wang, Jianping Shi, Zhiwu Lu, Ping Luo",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Ding_Learning_Depth-Guided_Convolutions_for_Monocular_3D_Object_Detection_CVPR_2020_paper.html
Seeing Through Fog Without Seeing Fog: Deep Multimodal Sensor Fusion in Unseen Adverse Weather.,"Mario Bijelic, Tobias Gruber, Fahim Mannan, Florian Kraus, Werner Ritter, Klaus Dietmayer, Felix Heide",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Bijelic_Seeing_Through_Fog_Without_Seeing_Fog_Deep_Multimodal_Sensor_Fusion_CVPR_2020_paper.html
Don't Even Look Once: Synthesizing Features for Zero-Shot Detection.,"Pengkai Zhu, Hanxiao Wang, Venkatesh Saligrama",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhu_Dont_Even_Look_Once_Synthesizing_Features_for_Zero-Shot_Detection_CVPR_2020_paper.html
EPOS: Estimating 6D Pose of Objects With Symmetries.,"Tomás Hodan, Dániel Baráth, Jiri Matas",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Hodan_EPOS_Estimating_6D_Pose_of_Objects_With_Symmetries_CVPR_2020_paper.html
"Train in Germany, Test in the USA: Making 3D Object Detectors Generalize.","Yan Wang, Xiangyu Chen, Yurong You, Li Erran Li, Bharath Hariharan, Mark E. Campbell, Kilian Q. Weinberger, Wei-Lun Chao",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Train_in_Germany_Test_in_the_USA_Making_3D_Object_CVPR_2020_paper.html
Exploring Categorical Regularization for Domain Adaptive Object Detection.,"Chang-Dong Xu, Xing-Ran Zhao, Xin Jin, Xiu-Shen Wei",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Xu_Exploring_Categorical_Regularization_for_Domain_Adaptive_Object_Detection_CVPR_2020_paper.html
Neural Implicit Embedding for Point Cloud Analysis.,"Kent Fujiwara, Taiichi Hashimoto",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Fujiwara_Neural_Implicit_Embedding_for_Point_Cloud_Analysis_CVPR_2020_paper.html
Pose-Guided Visible Part Matching for Occluded Person ReID.,"Shang Gao, Jingya Wang, Huchuan Lu, Zimo Liu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Gao_Pose-Guided_Visible_Part_Matching_for_Occluded_Person_ReID_CVPR_2020_paper.html
ContourNet: Taking a Further Step Toward Accurate Arbitrary-Shaped Scene Text Detection.,"Yuxin Wang, Hongtao Xie, Zheng-Jun Zha, Mengting Xing, Zilong Fu, Yongdong Zhang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_ContourNet_Taking_a_Further_Step_Toward_Accurate_Arbitrary-Shaped_Scene_Text_CVPR_2020_paper.html
Exploring Data Aggregation in Policy Learning for Vision-Based Urban Autonomous Driving.,"Aditya Prakash, Aseem Behl, Eshed Ohn-Bar, Kashyap Chitta, Andreas Geiger",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Prakash_Exploring_Data_Aggregation_in_Policy_Learning_for_Vision-Based_Urban_Autonomous_CVPR_2020_paper.html
Look-Into-Object: Self-Supervised Structure Modeling for Object Recognition.,"Mohan Zhou, Yalong Bai, Wei Zhang, Tiejun Zhao, Tao Mei",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhou_Look-Into-Object_Self-Supervised_Structure_Modeling_for_Object_Recognition_CVPR_2020_paper.html
Recognizing Objects From Any View With Object and Viewer-Centered Representations.,"Sainan Liu, Vincent Nguyen, Isaac Rehg, Zhuowen Tu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Liu_Recognizing_Objects_From_Any_View_With_Object_and_Viewer-Centered_Representations_CVPR_2020_paper.html
Gated Channel Transformation for Visual Recognition.,"Zongxin Yang, Linchao Zhu, Yu Wu, Yi Yang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Yang_Gated_Channel_Transformation_for_Visual_Recognition_CVPR_2020_paper.html
Non-Local Neural Networks With Grouped Bilinear Attentional Transforms.,"Lu Chi, Zehuan Yuan, Yadong Mu, Changhu Wang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Chi_Non-Local_Neural_Networks_With_Grouped_Bilinear_Attentional_Transforms_CVPR_2020_paper.html
Generative-Discriminative Feature Representations for Open-Set Recognition.,"Pramuditha Perera, Vlad I. Morariu, Rajiv Jain, Varun Manjunatha, Curtis Wigington, Vicente Ordonez, Vishal M. Patel",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Perera_Generative-Discriminative_Feature_Representations_for_Open-Set_Recognition_CVPR_2020_paper.html
RPM-Net: Robust Point Matching Using Learned Features.,"Zi Jian Yew, Gim Hee Lee",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Yew_RPM-Net_Robust_Point_Matching_Using_Learned_Features_CVPR_2020_paper.html
Sideways: Depth-Parallel Training of Video Models.,"Mateusz Malinowski, Grzegorz Swirszcz, João Carreira, Viorica Patraucean",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Malinowski_Sideways_Depth-Parallel_Training_of_Video_Models_CVPR_2020_paper.html
Basis Prediction Networks for Effective Burst Denoising With Large Kernels.,"Zhihao Xia, Federico Perazzi, Michaël Gharbi, Kalyan Sunkavalli, Ayan Chakrabarti",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Xia_Basis_Prediction_Networks_for_Effective_Burst_Denoising_With_Large_Kernels_CVPR_2020_paper.html
Private-kNN: Practical Differential Privacy for Computer Vision.,"Yuqing Zhu, Xiang Yu, Manmohan Chandraker, Yu-Xiang Wang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhu_Private-kNN_Practical_Differential_Privacy_for_Computer_Vision_CVPR_2020_paper.html
SP-NAS: Serial-to-Parallel Backbone Search for Object Detection.,"Chenhan Jiang, Hang Xu, Wei Zhang, Xiaodan Liang, Zhenguo Li",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Jiang_SP-NAS_Serial-to-Parallel_Backbone_Search_for_Object_Detection_CVPR_2020_paper.html
Structure Aware Single-Stage 3D Object Detection From Point Cloud.,"Chenhang He, Hui Zeng, Jianqiang Huang, Xian-Sheng Hua, Lei Zhang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/He_Structure_Aware_Single-Stage_3D_Object_Detection_From_Point_Cloud_CVPR_2020_paper.html
"""Looking at the Right Stuff"" - Guided Semantic-Gaze for Autonomous Driving.","Anwesan Pal, Sayan Mondal, Henrik I. Christensen",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Pal_Looking_at_the_Right_Stuff_-_Guided_Semantic-Gaze_for_Autonomous_CVPR_2020_paper.html
What's Hidden in a Randomly Weighted Neural Network?,"Vivek Ramanujan, Mitchell Wortsman, Aniruddha Kembhavi, Ali Farhadi, Mohammad Rastegari",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Ramanujan_Whats_Hidden_in_a_Randomly_Weighted_Neural_Network_CVPR_2020_paper.html
Structured Multi-Hashing for Model Compression.,"Elad Eban, Yair Movshovitz-Attias, Hao Wu, Mark Sandler, Andrew Poon, Yerlan Idelbayev, Miguel Á. Carreira-Perpiñán",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Eban_Structured_Multi-Hashing_for_Model_Compression_CVPR_2020_paper.html
DOPS: Learning to Detect 3D Objects and Predict Their 3D Shapes.,"Mahyar Najibi, Guangda Lai, Abhijit Kundu, Zhichao Lu, Vivek Rathod, Thomas A. Funkhouser, Caroline Pantofaru, David A. Ross, Larry S. Davis, Alireza Fathi",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Najibi_DOPS_Learning_to_Detect_3D_Objects_and_Predict_Their_3D_CVPR_2020_paper.html
AutoTrack: Towards High-Performance Visual Tracking for UAV With Automatic Spatio-Temporal Regularization.,"Yiming Li, Changhong Fu, Fangqiang Ding, Ziyuan Huang, Geng Lu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_AutoTrack_Towards_High-Performance_Visual_Tracking_for_UAV_With_Automatic_Spatio-Temporal_CVPR_2020_paper.html
GP-NAS: Gaussian Process Based Neural Architecture Search.,"Zhihang Li, Teng Xi, Jiankang Deng, Gang Zhang, Shengzhao Wen, Ran He",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_GP-NAS_Gaussian_Process_Based_Neural_Architecture_Search_CVPR_2020_paper.html
NAS-FCOS: Fast Neural Architecture Search for Object Detection.,"Ning Wang, Yang Gao, Hao Chen, Peng Wang, Zhi Tian, Chunhua Shen, Yanning Zhang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_NAS-FCOS_Fast_Neural_Architecture_Search_for_Object_Detection_CVPR_2020_paper.html
TCTS: A Task-Consistent Two-Stage Framework for Person Search.,"Cheng Wang, Bingpeng Ma, Hong Chang, Shiguang Shan, Xilin Chen",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_TCTS_A_Task-Consistent_Two-Stage_Framework_for_Person_Search_CVPR_2020_paper.html
SCATTER: Selective Context Attentional Scene Text Recognizer.,"Ron Litman, Oron Anschel, Shahar Tsiper, Roee Litman, Shai Mazor, R. Manmatha",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Litman_SCATTER_Selective_Context_Attentional_Scene_Text_Recognizer_CVPR_2020_paper.html
Learning Canonical Shape Space for Category-Level 6D Object Pose and Size Estimation.,"Dengsheng Chen, Jun Li, Zheng Wang, Kai Xu",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Chen_Learning_Canonical_Shape_Space_for_Category-Level_6D_Object_Pose_and_CVPR_2020_paper.html
Hierarchical Scene Coordinate Classification and Regression for Visual Localization.,"Xiaotian Li, Shuzhe Wang, Yi Zhao, Jakob Verbeek, Juho Kannala",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_Hierarchical_Scene_Coordinate_Classification_and_Regression_for_Visual_Localization_CVPR_2020_paper.html
MiLeNAS: Efficient Neural Architecture Search via Mixed-Level Reformulation.,"Chaoyang He, Haishan Ye, Li Shen, Tong Zhang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/He_MiLeNAS_Efficient_Neural_Architecture_Search_via_Mixed-Level_Reformulation_CVPR_2020_paper.html
Scalable Uncertainty for Computer Vision With Functional Variational Inference.,"Eduardo D. C. Carvalho, Ronald Clark, Andrea Nicastro, Paul H. J. Kelly",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Carvalho_Scalable_Uncertainty_for_Computer_Vision_With_Functional_Variational_Inference_CVPR_2020_paper.html
Uncertainty-Aware CNNs for Depth Completion: Uncertainty from Beginning to End.,"Abdelrahman Eldesokey, Michael Felsberg, Karl Holmquist, Michael Persson",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Eldesokey_Uncertainty-Aware_CNNs_for_Depth_Completion_Uncertainty_from_Beginning_to_End_CVPR_2020_paper.html
Butterfly Transform: An Efficient FFT Based Neural Architecture Design.,"Keivan Alizadeh-Vahid, Anish Prabhu, Ali Farhadi, Mohammad Rastegari",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/vahid_Butterfly_Transform_An_Efficient_FFT_Based_Neural_Architecture_Design_CVPR_2020_paper.html
A Certifiably Globally Optimal Solution to Generalized Essential Matrix Estimation.,"Ji Zhao, Wanting Xu, Laurent Kneip",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhao_A_Certifiably_Globally_Optimal_Solution_to_Generalized_Essential_Matrix_Estimation_CVPR_2020_paper.html
MUXConv: Information Multiplexing in Convolutional Neural Networks.,"Zhichao Lu, Kalyanmoy Deb, Vishnu Naresh Boddeti",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Lu_MUXConv_Information_Multiplexing_in_Convolutional_Neural_Networks_CVPR_2020_paper.html
PointGMM: A Neural GMM Network for Point Clouds.,"Amir Hertz, Rana Hanocka, Raja Giryes, Daniel Cohen-Or",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Hertz_PointGMM_A_Neural_GMM_Network_for_Point_Clouds_CVPR_2020_paper.html
Noisier2Noise: Learning to Denoise From Unpaired Noisy Data.,"Nick Moran, Dan Schmidt, Yu Zhong, Patrick Coady",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Moran_Noisier2Noise_Learning_to_Denoise_From_Unpaired_Noisy_Data_CVPR_2020_paper.html
TRPLP - Trifocal Relative Pose From Lines at Points.,"Ricardo Fabbri, Timothy Duff, Hongyi Fan, Margaret H. Regan, David da Costa de Pinho, Elias P. Tsigaridas, Charles W. Wampler, Jonathan D. Hauenstein, Peter J. Giblin, Benjamin B. Kimia, Anton Leykin, Tomás Pajdla",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Fabbri_TRPLP_-_Trifocal_Relative_Pose_From_Lines_at_Points_CVPR_2020_paper.html
DSNAS: Direct Neural Architecture Search Without Parameter Retraining.,"Shoukang Hu, Sirui Xie, Hehui Zheng, Chunxiao Liu, Jianping Shi, Xunying Liu, Dahua Lin",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Hu_DSNAS_Direct_Neural_Architecture_Search_Without_Parameter_Retraining_CVPR_2020_paper.html
MonoPair: Monocular 3D Object Detection Using Pairwise Spatial Relationships.,"Yongjian Chen, Lei Tai, Kai Sun, Mingyang Li",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Chen_MonoPair_Monocular_3D_Object_Detection_Using_Pairwise_Spatial_Relationships_CVPR_2020_paper.html
Regularization on Spatio-Temporally Smoothed Feature for Action Recognition.,"Jinhyung Kim, Seunghwan Cha, Dongyoon Wee, Soonmin Bae, Junmo Kim",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Kim_Regularization_on_Spatio-Temporally_Smoothed_Feature_for_Action_Recognition_CVPR_2020_paper.html
Towards Accurate Scene Text Recognition With Semantic Reasoning Networks.,"Deli Yu, Xuan Li, Chengquan Zhang, Tao Liu, Junyu Han, Jingtuo Liu, Errui Ding",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Yu_Towards_Accurate_Scene_Text_Recognition_With_Semantic_Reasoning_Networks_CVPR_2020_paper.html
Unsupervised Reinforcement Learning of Transferable Meta-Skills for Embodied Navigation.,"Juncheng Li, Xin Wang, Siliang Tang, Haizhou Shi, Fei Wu, Yueting Zhuang, William Yang Wang",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_Unsupervised_Reinforcement_Learning_of_Transferable_Meta-Skills_for_Embodied_Navigation_CVPR_2020_paper.html
Inferring Attention Shift Ranks of Objects for Image Saliency.,"Avishek Siris, Jianbo Jiao, Gary K. L. Tam, Xianghua Xie, Rynson W. H. Lau",2020,CVPR,https://openaccess.thecvf.com/content_CVPR_2020/html/Siris_Inferring_Attention_Shift_Ranks_of_Objects_for_Image_Saliency_CVPR_2020_paper.html
